Sample	CSM5FZ3N_P	CSM5FZ3T_P	CSM5FZ4A_P	CSM5FZ4E_P	CSM5LLGB_P	CSM5MCTZ_P	CSM5MCU4_P	CSM5MCUQ_P	CSM5MCWA_P	CSM5MCWK_P	CSM5MCXB_P	CSM5MCXF_P	CSM5MCYU_P	CSM67U9T_P	CSM67U9V_P	CSM67U9X_P	CSM67UAI_P	CSM67UCU_P	CSM67UH7	CSM6J2H9_P	CSM79HG7_P	CSM79HH2_P	CSM79HHM	CSM79HHW_P	CSM79HHW	CSM79HJI_P	CSM79HKX	CSM79HNE	CSM79HQR_P	CSM7CZ2F_P	CSM7KOP6	CSM7KOQ5_P	CSM7KOQP_P	CSM7KOTO	CSM7KOUJ_P	ESM5GEXY	ESM5GEYU_P	ESM5GEYX_P	ESM5GEZ4_P	ESM5MEA7_P	ESM5MEB7	ESM5MEC7_P	ESM5MEDD	ESM7F5AE_P	HSM5FZBP_P	HSM5MD3L_P	HSM5MD3Y	HSM5MD48	HSM5MD4N	HSM5MD4U_P	HSM5MD5X_P	HSM5MD6E_P	HSM5MD6O_P	HSM5MD82_P	HSM5MD8F_P	HSM5MD8J_P	HSM67VCX_P	HSM67VDR_P	HSM67VDT_P	HSM67VDT	HSM67VDX_P	HSM67VF9	HSM67VFR	HSM67VID	HSM6XRQE_P	HSM7CYWS_P	HSM7CZ1T_P	HSM7CZ2V_P	HSM7CZ2X_P	HSM7J4IC	HSM7J4J7	HSM7J4JH	HSM7J4JT_P	HSM7J4JV_P	HSMA33IA	HSMA33IE	HSMA33J1_P	MSM5FZ9N_P	MSM5LLD6_P	MSM5LLEP	MSM5LLF2_P	MSM5LLFG_P	MSM5LLFK_P	MSM5LLH2_P	MSM5LLHG_P	MSM5LLHV_P	MSM6J2JF_P	MSM6J2JH_P	MSM6J2LW	MSM6J2PO	MSM6J2RG_P	MSM79H52_P	MSM79H5E	MSM79H7C	MSM79H81	MSM79H8D	MSM79H94_P	MSM79H98	MSM79H9U_P	MSM79HAJ	MSM79HBZ	MSM9VZFJ_P	MSM9VZIM	MSM9VZIY	MSM9VZJF_P	MSM9VZJJ_P	MSM9VZL5	MSM9VZL7	MSM9VZN4_P	MSMA267V	PSM6XBQM_P	PSM6XBRK_P	PSM6XBRK_TR	PSM6XBRK	PSM6XBRM_P	PSM6XBSE_P	PSM6XBSE	PSM6XBSG_P	PSM6XBTR	PSM6XBVY_P	PSM6XBW1_P	PSM6XBW3	PSM7J12J	PSM7J12V	PSM7J13I	PSM7J15W	PSM7J4EF	PSMA264O	PSMA265X
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_sp_CAG_1092	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05313	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_sp_CAG_1185	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.18998	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02386	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31.02395	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_sp_CAG_279	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.32912	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.04819	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_sp_CAG_520	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00844	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_sp_CAG_891	0	0	0	0	0	0	0	0	0	0	0	0	0.39361	0.00423	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.7867	0	0	0	0	0	0	0.00784	0	0	0	0	4.03823	0	0	0	0	0	0	0	0	0	0.01016	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00595	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.20658	0	0	0.0899	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_sp_S7_1_8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_stercorea	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.62085	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	69.15517	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.19823	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_timonensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.09178	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05973	0	0.01288	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes	0	0	0	8.38408	0.07407	5.60156	0	5.83191	0.40849	11.38705	1.96032	5.27239	0	0.01484	13.86026	2.71543	0	34.29268	2.02527	8.56199	17.62429	4.37156	8.3103	4.69434	6.32343	6.80149	0.01331	6.32947	0	8.06222	24.46252	0.24359	0	0	0.03408	0	0	16.30724	0.00284	0.37371	2.44724	2.17364	10.0016	2.93727	5.27334	18.66256	0.03052	0	7.11056	0	0.0676	0.20439	14.8911	11.74184	0	1.69412	0.83186	3.58744	10.0695	9.35396	6.78411	0	0	1.789	0	3.00419	0.95643	2.87773	0	12.27122	0.00175	0	0	3.07481	6.25612	12.83113	8.95026	0.2425	4.6431	2.72416	0	10.47302	0	0	16.05545	18.66293	0.22448	1.91709	4.32654	1.00699	0.816	10.05092	7.64324	10.90674	10.00692	8.74828	6.21389	7.91182	0.73991	0.81337	0	10.75878	0	16.37684	0.15923	0.51279	3.97466	4.01016	0.53959	4.27164	1.44503	0.06095	0.02088	0.01635	4.52086	0.41609	0	0.53984	2.65605	11.3923	6.08199	0	0	2.35901	5.54945	1.18334	1.49131	0	1.29684
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_finegoldii	0	0	0	1.72139	0	0.20503	0	1.2591	0.07575	0.15634	0.73173	1.60951	0	0	2.80539	0.12265	0	5.47094	1.61893	1.09768	0	2.42269	4.13893	0	0	3.04515	0	0	0	1.53752	15.89681	0	0	0	0.00551	0	0	4.96246	0	0	0.0057	0.70629	0.68975	0.19971	0.83425	12.64254	0	0	0	0	0.00037	0.01955	8.61161	5.10931	0	0	0.83186	0	1.3154	1.01811	1.3534	0	0	0.05288	0	0.5767	0.81979	0.07479	0	12.26545	0	0	0	0.13099	0.02303	1.29961	0.85269	0.01032	0.58986	0.41883	0	0	0	0	0.86634	12.47335	0.03071	0.10482	2.829	0	0.816	0.05699	0.81834	3.56796	0	1.28912	0	1.14299	0.03903	0.57669	0	0.00716	0	0	0.00062	0.13386	0.51208	0.92613	0	0.4527	0.44972	0	0	0	0.07641	0.4155	0	0.21946	0.50173	0	0.34559	0	0	0.0243	1.0014	1.02009	0	0	1.29684
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_indistinctus	0	0	0	0.1497	0	0	0	0	0	0	0	0	0	0	0.04032	0	0	0.01816	0.18505	0	0	0.95084	0.04641	0	0	0	0.01331	0	0	0	0	0	0	0	0	0	0	0.19082	0	0	0.15346	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0435	0	0	0	0	0	0	0	0	0	0	0.0918	0	0.06426	0	0	0	0	0.50675	0.11987	0	0	0.00489	0	0.09349	0	0.03708	0	0	0	0.15596	0.07706	0.0082	0.0003	0	0	0.05609	0	0	0	0	0	0	0	0	0.03122	0.07787	0	0	0	0	0.20003	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_inops	0	0	0	0	0	0	0	0	0	0.0318	0	0	0	0	0	0	0	0	0	0	0	0	0.07698	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.39747	0	0	0	0.37464	0.09548	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_onderdonkii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.52665	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.98901	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02571	6.17224	0	0	0	0	0	0.02318	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_putredinis	0	0	0	6.51298	0.07407	5.32638	0	4.57282	0.33274	11.19891	0.4099	3.66289	0	0.01484	11.01454	2.50203	0	25.3455	0.22129	7.37654	13.5409	0.73308	3.88138	4.69434	6.32343	3.7318	0	6.32947	0	6.5247	8.36359	0.24359	0	0	0.02857	0	0	8.97888	0.00284	0.37371	2.13562	1.30767	8.55098	2.66137	4.43909	6.02001	0	0	6.34685	0	0	0.00558	6.27949	6.63253	0	1.44216	0	3.56599	8.6644	8.26344	5.39551	0	0	1.73291	0	2.42144	0	2.68219	0	0.00528	0	0	0	2.77022	6.16159	11.53152	7.43675	0.23218	4.05324	2.25212	0	10.47302	0	0	12.03562	0	0.12951	1.14797	1.42555	1.00699	0	8.77282	6.27321	7.33878	8.47563	7.34766	6.14637	6.34774	0.66305	0.01804	0	10.69834	0	16.22088	0.0626	0	3.45696	2.95614	0.03112	3.34435	0.94807	0.01017	0	0	4.39755	0	0	0.32038	1.93092	11.20731	5.59573	0	0	2.29798	4.13336	0	1.49131	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_shahii	0	0	0	0	0	0.07016	0	0	0	0	0.81869	0	0	0	0	0.09074	0	0.93142	0	0.08777	4.08339	0.26495	0.1666	0	0	0.02455	0	0	0	0	0.20213	0	0	0	0	0	0	0.18608	0	0	0.15246	0.15967	0.76087	0.0762	0	0	0.03052	0	0.76371	0	0.06723	0.17927	0	0	0	0.25196	0	0.02145	0.08969	0.0724	0.0352	0	0	0.00321	0	0.00606	0.13664	0.12075	0	0.00049	0.00175	0	0	0.13009	0.0715	0	0.66082	0	0	0.05321	0	0	0	0	3.03598	0.00069	0	0.20149	0.07199	0	0	0.31654	0.33634	0	1.53129	0.10662	0.06752	0.32759	0.03783	0.18156	0	0.05328	0	0	0.01895	0.37073	0.00532	0.1279	0.46321	0.39317	0.04724	0.05078	0.02088	0.01635	0.04691	0.00059	0	0	0.19217	0.10583	0.14067	0	0	0.03672	0.21465	0.16325	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_timonensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01666	0	0.06533	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04525	0.02533	0	0	0	0	0	0	0	0	0	0.00128	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Tannerellaceae|g__Parabacteroides	0	0	3.84889	4.8321	0.02275	1.45114	0	8.56823	0.39944	2.83354	0.18629	5.03862	0.68697	14.66337	1.68897	1.82376	0	2.81163	0.80596	2.88881	4.8007	2.65179	2.55166	0	0	3.06901	1.50833	0	1.52617	5.4923	8.13252	0.10187	0	2.47041	1.64928	1.46276	0.0846	4.60382	9.47346	0.02721	1.45993	4.86335	3.75015	5.98978	10.99277	0.12446	9.01814	37.68404	2.08411	0	2.65187	0	20.35133	1.095	10.58232	7.25678	20.34602	6.31282	7.10944	6.83084	6.85562	1.72122	11.74736	1.72787	0	2.28309	6.97049	4.69971	13.80794	9.27461	5.25075	0	4.87666	2.3296	5.03859	19.29586	1.727	0.27167	6.13629	16.22752	0.39314	5.52126	0	7.01352	4.62417	2.01622	4.626	2.57807	2.75672	4.7005	1.04278	7.83745	4.94533	0.67808	0	8.55573	2.4391	3.48785	0.75424	4.00251	0	4.77982	0	0	1.05243	5.65179	4.10908	1.0125	1.06063	1.91152	2.18721	5.22327	4.52978	5.67128	1.52523	0.84661	0.18088	3.29661	4.17783	16.08021	3.41598	0	87.48788	1.57562	2.39039	8.44962	1.07835	1.48535	3.13721
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Tannerellaceae|g__Parabacteroides|s__Parabacteroides_distasonis	0	0	2.18526	3.99447	0.00961	0.1178	0	1.64884	0.33044	2.15566	0.15537	2.15932	0.68697	14.66151	1.68897	1.64127	0	2.81163	0.57892	0.80457	1.4866	2.28034	1.15132	0	0	2.84386	1.50833	0	0.50196	1.30228	5.71118	0.0487	0	2.47041	1.63871	1.46276	0.0846	4.19258	5.87958	0.02721	0.43539	4.49004	0	5.72149	10.98311	0	1.91756	37.68404	1.22785	0	2.57935	0	20.35133	1.095	10.58232	6.34827	20.34602	4.69362	2.73104	2.57916	3.58923	0.70677	0	0	0	1.52866	6.44945	3.2346	10.21787	2.76065	1.67322	0	0.84659	0.31716	2.35352	6.57603	0.08501	0.27167	3.96436	12.29381	0.39314	0.01841	0	6.87321	3.60696	2.01622	2.59023	1.8615	0.90124	0.50515	0	7.83745	2.75933	0.51137	0	3.95549	2.4391	1.58466	0.3615	2.24128	0	2.03286	0	0	0.63407	5.65179	0	0.21987	0.30238	1.15419	2.18721	4.57883	4.09816	4.9702	1.52523	0.8164	0.18088	3.24089	2.5446	14.88551	2.94141	0	87.48788	1.23304	2.39039	7.77325	1.07835	1.07988	1.29342
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Tannerellaceae|g__Parabacteroides|s__Parabacteroides_goldsteinii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01483	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.41123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.34673	0.29168	0	0	0	0.4085	0	0	0.52104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01236	0	0	0	0.71656	0.08039	0	0	0	0	0	0	0	0	0	0	0.54806	0	0	0	0	0	0	0.32429	0	0	0.04182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.67637	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Tannerellaceae|g__Parabacteroides|s__Parabacteroides_johnsonii	0	0	0	0.82551	0	0	0	0.04535	0	0	0	0	0	0	0	0	0	0	0.22704	0.09627	0	0.06823	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.18293	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01562	0	0	0	0	0.00358	1.01721	0	0	0	0.32207	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.46476	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Tannerellaceae|g__Parabacteroides|s__Parabacteroides_merdae	0	0	1.66363	0.01212	0.01314	0.66471	0	6.87404	0.069	0.67788	0.03092	2.8793	0	0.00186	0	0.18248	0	0	0	1.97314	3.3141	0.30321	1.40034	0	0	0.22515	0	0	1.02422	4.19002	2.42134	0.05317	0	0	0.01056	0	0	0	3.59388	0	1.02453	0.37331	3.75015	0.08536	0.00965	0.12446	7.10058	0	0.85626	0	0.07252	0	0	0	0	0.90851	0	1.61919	4.03167	3.96001	3.26639	1.01445	11.74736	1.31938	0	0.75443	0	1.46511	3.59007	6.51396	3.57752	0	4.03007	2.01244	2.68507	12.71984	1.64199	0	2.15632	3.93371	0	5.50285	0	0.12436	0	0	2.03577	0	0.21574	4.19535	1.04278	0	2.18599	0.16671	0	4.60024	0	1.90319	0.39274	1.21318	0	2.74696	0	0	0.41837	0	3.7848	0.79263	0.75825	0.71552	0	0.64444	0.43162	0.70108	0	0.03021	0	0.05572	1.63323	1.1947	0.00981	0	0	0.34258	0	0	0	0.40547	1.84379
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Tannerellaceae|g__Parabacteroides|s__Parabacteroides_sp_CAG_409	0	0	0	0	0	0.66863	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.23727	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_rogosae	0	0	0	0	0	0	0	0	0.06946	0	0.02582	0	0	0	0	0	0	0	0.00611	0	0	0	0	0	0	0	0.01977	0	0	0	0	0	0	0	0	0	0.0094	0	0	0	0	0.00985	0.01369	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01784	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02744	0	0	0	0.00271	0	0	0	0	0	0	0	0	0.11197	0	0	0	0	0	0.04019	0	0	0.00593	0	0	0	0	0	0	0	0	0	0.09187	0.14056	0.13576	0	0	0	0	0	0	0	0	0	0	0	0.01142	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_sp_CAG_242	0	0	0	0	0	0.0028	0	0.44071	0	0	0	0.13364	0	0	0	0.03032	0	0.04849	0	0.073	0	0	0	0	0	0	0.01271	0.00423	0	0	0	0.00528	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.10281	0	0	0	0	0	0	0	0.01983	0	0	0	0	0	0	0	0	0	0	0	0	0	0.07747	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_unclassified|g__Intestinimonas|s__Intestinimonas_butyriciproducens	0.08742	0	0.00876	0	0	0.00258	0.00859	0.81501	0	0.60114	0.00374	0.06915	0.16235	0	0.2418	0	0	0	0	0.00015	0.54268	0.58936	0.00717	0	0	0.03081	0.01339	0	0	0.63229	0.01213	0	0	0	0	0	0	0	0	0	0	0.00054	0.00531	0.18009	0	0	0	0	0	0	0.00202	0	0	0.00677	0	0.0077	0	0	0	0.00279	0	0	0	0	0	0.15926	0.04243	0	0	0.17513	0	0	0	0	0	0	0	0	0	0	0	0.07948	0	0	0.00198	0	0.01426	0	0	0	0	0.01567	0	0.12501	0	0.00903	0	0.0093	0	0	0	0.01422	0	0	0	0.16147	0	0	0	0	0	0	0	0	0	0	0	0.04728	0.00093	0	0.00274	0	0	0	0	0.17443	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_unclassified|g__Monoglobus|s__Monoglobus_pectinilyticus	0	0	0	0	0	0	0.02855	0.37498	0	0	0	0	0	0	0	0	0	0	0	0	0.24666	0	0	0	0	0	0	0.00661	0	0.17587	0.10974	0	0	0	0	0	0	0.16047	0	0	0	0	0.01832	0	0	0.58519	0	0	0	0	0	0	0	0	0	0.04437	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03475	0	0	0	0	0	0	0.02956	0	0	0	0	0	0	0.00268	0	0	0	0.40194	0	0	0	0	0	0	0	0.01067	0	0.0126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00242
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium	0.28115	0	0.07424	0.65844	5.23742	1.25138	0.61284	0.51855	0.03076	0.57754	3.89688	0.47588	0.35847	0	0.56909	0.41412	0	0.14159	0.45525	0.42299	0.15851	0.0372	0.12614	0	0	0.1652	1.52981	0.31395	12.60949	0.49461	0.68219	0	1.52391	1.85915	0.59362	0.18862	0.11556	0.76467	4.55271	0	2.3864	0.1197	0.32555	0.34698	0	0.02029	2.26013	1.73811	0.20942	0	0.1258	1.24934	1.09407	0.99568	0.52347	0	0	0.07245	0.19065	0.11859	0.78424	0	0.67386	0.03764	0	2.59224	0.17223	0.00372	1.02183	0	0.11596	0	0.20183	2.62352	0	0.3379	0.66822	0	0.42676	0.69749	0	1.4988	0	0.95134	0.28156	0.85172	0.25262	1.34328	5.48523	1.24449	0	0.16904	0.78647	0.86086	1.21274	0.23528	0.0224	0.088	0.33634	3.10839	0	0.56331	11.92646	0.79113	8.48184	0.53095	0.34921	5.60054	3.8434	0.97556	0.02286	4.91721	7.70989	5.32604	1.03418	0.95221	1.44092	0.41432	0.35559	0.01547	0.2627	0	0.81175	1.32904	0.01466	3.22199	0.77435	0.40247	0.83372
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_coprostanoligenes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_dolichum_CAG_375	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
